TÍTULO ORIGINAL,TÍTULO LOCAL,DATA EXIBIÇÃO,HORÁRIO DE EXIBIÇÃO,NÚMERO EPISÓDIO/CAPÍTULO,TEMPORADA,TÍTULO ORIGINAL DO EPISÓDIO,TÍTULO LOCAL DO EPISÓDIO,PRODUTOR,ANO DE PRODUÇÃO,DIRETOR,ORDEM EXECUÇÃO,TÍTULO DA OBRA MUSICAL,TIPO DE MÚSICA,AUTOR,INTERPRETE,SEGUNDOS,CLASSIFICAÇÃO,COMPOSITOR(ES) DAS TRILHAS DO PROGRAMA,EDITORA,GRAVADORA,ISRC,SUBMIX / TIPO DE ARRANJO,uncertain_match,Matched Title,Matched Identifier/ISWC,Uncertain Match,Eligibility Basis,__source_sheet
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,22/10/2023,14:19:35,6,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,79,NAO DEIXE O SAMBA MORRER,MUSICA COMERCIAL,"ALOISIO,EDSON",IVETE SANGALO,20,PE,,"VITALE,VITALE",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
VAI QUE COLA,,27/10/2023,02:34:04,NOVELA DE EPOCA,,4ª TEMPORADA,,GLOBO,,,26,RETIRANTES,MUSICA COMERCIAL,"DORIVAL CAYMMI,JORGE AMADO",DORIVAL CAYMMI,85,BK,,"SONY MUSIC PUBLISHING,COPYRIGHTS",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
FAVELA SOUNDS,,28/10/2023,14:53:38,28102023,,DF,,GLOBO,,,13,ABRE CAMINHO,MUSICA COMERCIAL,DIOGO ALVARO FERREIRA MONCORVO,BACO EXU DO BLUES,19,PE,,A DESCOBRIR,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,29/10/2023,14:18:43,7,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,2,FESTA,MUSICA COMERCIAL,ANDERSON CUNHA,IVETE SANGALO,125,PE,,UNIVERSAL MGB,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,29/10/2023,14:18:43,7,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,18,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,8,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,29/10/2023,14:18:43,7,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,19,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,12,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,29/10/2023,14:18:43,7,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,50,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,8,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,29/10/2023,14:18:43,7,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,51,PIPOCA DA IVETE,MUSICA COMERCIAL,"IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,12,TB,,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
PIPOCA DA IVETE 2023,PIPOCA DA IVETE,29/10/2023,14:18:43,7,,,,GLOBO,202.0,DIREÇÃO ARTÍSTICA DE CRESO EDUARDO MACEDO E DIREÇÃO DE GÊNERO DE BONINHO,57,O MUNDO VAI,MUSICA COMERCIAL,"IVETE SANGALO,NEILTON CERQUEIRA SANTOS,RADAMES VENANCIO,RAMON CRUZ,SAMIR TRINDADE,TIERRE COSTA",IVETE SANGALO,21,BK,,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,UNIVERSAL MGB",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,31/10/2023,10:36:43,5937,,,,GLOBO,2023.0,VIVI DE MARCO,1,MISTERIOS DA MEIA NOITE,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,13,BK,,SONY MUSIC PUBLISHING,SONY MUSIC,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,31/10/2023,10:36:43,5937,,,,GLOBO,2023.0,VIVI DE MARCO,4,MISTERIOS DA MEIA NOITE,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,169,BK,,SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,31/10/2023,10:36:43,5937,,,,GLOBO,2023.0,VIVI DE MARCO,5,MISTERIOS DA MEIA NOITE,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,23,BK,,SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,31/10/2023,10:36:43,5937,,,,GLOBO,2023.0,VIVI DE MARCO,68,MISTERIOS DA MEIA NOITE,MUSICA COMERCIAL,ZE RAMALHO,ZE RAMALHO,37,BK,,SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
NO LIMITE - 3ª TEMPORADA,NO LIMITE,01/08/2023,22:28:56,5,,NA AMAZÔNIA,,GLOBO,2021.0,,59,XONA,MUSICA COMERCIAL,RINCON SAPIENCIA,RINCON SAPIÊNCIA,36,BK,,BMG,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
E PIPOCO,,05/08/2023,14:11:26,5082023,,2023,,GLOBO,,,28,CABECA OMBRO JOELHO E PE,MUSICA COMERCIAL,GUI DA TROPA,GUI DA TROPA,101,PE,,A DESCOBRIR,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CRIANCA ESPERANCA,CRIANÇA ESPERANÇA,07/08/2023,22:28:13,7082023,,CRIANCA ESPERANCA 2023,,GLOBO,2023.0,RAFAEL DRAGAUD E ANTONIA PRADO,8,FORCA ESTRANHA,MUSICA COMERCIAL,CAETANO VELOSO,IVETE SANGALO,152,PE,,WARNER CHAPPELL,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CRIANCA ESPERANCA,CRIANÇA ESPERANÇA,07/08/2023,22:28:13,7082023,,CRIANCA ESPERANCA 2023,,GLOBO,2023.0,RAFAEL DRAGAUD E ANTONIA PRADO,43,DEIXA ISSO PRA LA,MUSICA COMERCIAL,"ALBERTO PAZ,EDSON MENEZES",BACO EXU DO BLUES,26,PE,,"ADDAF,ADDAF",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CRIANCA ESPERANCA,CRIANÇA ESPERANÇA,07/08/2023,22:28:13,7082023,,CRIANCA ESPERANCA 2023,,GLOBO,2023.0,RAFAEL DRAGAUD E ANTONIA PRADO,45,VIRA DE LADINHO,MUSICA COMERCIAL,"ANDINHO,GELEIA",MC CAROL,40,PE,,"NOWA,NOWA",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CRIANCA ESPERANCA,CRIANÇA ESPERANÇA,07/08/2023,22:28:13,7082023,,CRIANCA ESPERANCA 2023,,GLOBO,2023.0,RAFAEL DRAGAUD E ANTONIA PRADO,47,CRAZY IN LOVE,MUSICA COMERCIAL,"BEYONCE KNOWLES,EUGENE RECORD,EUGENE RECORD,RICH HARRISON,SHAWN CARTER.",MC CAROL,17,PE,,"SONY MUSIC PUBLISHING,A DESCOBRIR,WARNER CHAPPELL,SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CRIANCA ESPERANCA,CRIANÇA ESPERANÇA,07/08/2023,22:28:13,7082023,,CRIANCA ESPERANCA 2023,,GLOBO,2023.0,RAFAEL DRAGAUD E ANTONIA PRADO,83,SAUDE,MUSICA COMERCIAL,"RITA LEE,ROBERTO DE CARVALHO",IVETE SANGALO,54,PE,,"WARNER CHAPPELL,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
CRIANCA ESPERANCA,CRIANÇA ESPERANÇA,07/08/2023,22:28:13,7082023,,CRIANCA ESPERANCA 2023,,GLOBO,2023.0,RAFAEL DRAGAUD E ANTONIA PRADO,84,SAUDE,MUSICA COMERCIAL,"RITA LEE,ROBERTO DE CARVALHO",IVETE SANGALO,46,TE,,"WARNER CHAPPELL,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
VAI NA FE - REEXIBICAO 2023,,07/08/2023,01:21:20,175,,,,GLOBO,,,2,DEIXE ME IR,MUSICA COMERCIAL,"BAVIERA,CT,HARIEL MEDELLA,KNUST",XAMA,27,TP,,"OS LEMOS,WARNER CHAPPELL,UNIVERSAL MGB,WARNER CHAPPELL",CONSTELLATION,,BG VAZIO,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
VAI NA FE - REEXIBICAO 2023,,07/08/2023,01:21:20,175,,,,GLOBO,,,3,DEIXE ME IR,MUSICA COMERCIAL,"BAVIERA,CT,HARIEL MEDELLA,KNUST",XAMA,4,TP,,"OS LEMOS,WARNER CHAPPELL,UNIVERSAL MGB,WARNER CHAPPELL",CONSTELLATION,,BG VAZIO,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
VAI NA FE - REEXIBICAO 2023,,07/08/2023,01:21:20,175,,,,GLOBO,,,14,DEIXE ME IR,MUSICA COMERCIAL,"BAVIERA,CT,HARIEL MEDELLA,KNUST",XAMA,27,TP,,"OS LEMOS,WARNER CHAPPELL,UNIVERSAL MGB,WARNER CHAPPELL",CONSTELLATION,,FULL MIX,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
NO LIMITE - 3ª TEMPORADA,NO LIMITE,08/08/2023,22:28:02,7,,NA AMAZÔNIA,,GLOBO,2021.0,,46,ORIGINARIA,MUSICA COMERCIAL,BRISA FLOW,BRISA FLOW,57,BK,,DE LA CORDILLERA FLOW,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
MAIS VOCE,MAIS VOCÊ,16/08/2023,10:35:57,5883,,,,GLOBO,2023.0,VIVI DE MARCO,75,ME LAMBE,MUSICA COMERCIAL,"DIGAO,FRED,RODOLFO",JÃO,44,BK,,"WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL",UNIVERSAL MUSIC,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
VAI QUE COLA,,16/08/2023,03:24:59,A REPORTAGEM,,7ª TEMPORADA,,GLOBO,,,3,DEBAIXO DOS CARACOIS DOS SEUS CABELOS,MUSICA COMERCIAL,"ERASMO CARLOS,ROBERTO CARLOS",IVETE SANGALO,74,BK,,"SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
VAI QUE COLA,,16/08/2023,03:24:59,A REPORTAGEM,,7ª TEMPORADA,,GLOBO,,,17,TO NA RUA,MUSICA COMERCIAL,"GAL SALES,XEXEU II",IVETE SANGALO,31,BK,,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
VAI QUE COLA,,17/08/2023,02:38:30,GREVE DOS SEXOS,,7ª TEMPORADA,,GLOBO,,,11,MEU NAMORADO E MAIOR OTARIO,MUSICA COMERCIAL,MC CAROL,MC CAROL,25,BK,,VRC PRODUCOES ARTISTICAS LTDA,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
VAI QUE COLA,,17/08/2023,02:38:30,THE DEPOSIT,,7ª TEMPORADA,,GLOBO,,,15,SORTE GRANDE,MUSICA COMERCIAL,LOURENCO,IVETE SANGALO,26,BK,,L O S,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
ALTAS HORAS,ALTAS HORAS,19/08/2023,22:28:03,1127,,,,GLOBO,2023.0,SERGINHO GROISMAN  ,9,SE VOCE PENSA,MUSICA COMERCIAL,"ERASMO CARLOS,ROBERTO CARLOS",LUÍZA POSSI,195,PE,,"FERMATA,FERMATA",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
DOMINGAO COM HUCK,DOMINGÃO COM HUCK,20/08/2023,18:04:25,102,,,,GLOBO,2021.0,DIREÇÃO ARTÍSTICA DE HÉLIO VARGAS E DIREÇÃO GERAL DE CLARISSA LOPES.,178,O SILENCIO DAS ESTRELAS,MUSICA COMERCIAL,"DUDU FALCAO,LENINE",LENINE,11,BK,,"UNIVERSAL MGB,UNIVERSAL MGB",ARIOLA,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
DOMINGAO COM HUCK,DOMINGÃO COM HUCK,20/08/2023,18:04:25,102,,,,GLOBO,2021.0,DIREÇÃO ARTÍSTICA DE HÉLIO VARGAS E DIREÇÃO GERAL DE CLARISSA LOPES.,182,UM CORPO NO MUNDO,MUSICA COMERCIAL,LUEDJI LUNA,LUEDJI LUNA,25,PE,,DUBAS,,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
VAI QUE COLA,,21/08/2023,02:14:09,JEITINHO BRASILEIRO,,2ª TEMPORADA,,GLOBO,,,6,DANCANDO,MUSICA COMERCIAL,"FILIPE ESCANDURRAS,MARCIO VICTOR,TIERRY CORINGA",IVETE SANGALO,12,BK,,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
FAMILIA PARAISO,FAMÍLIA PARAÍSO - 1ª TEMPORADA,27/08/2023,14:38:20,O MOTOBOY FANTASMA,,2ª TEMPORADA,,GLOBO,2022.0,CÉSAR RODRIGUES,9,A NOITE PRETA,MUSICA COMERCIAL,"ALCEU VALENCA,LULA CORTES,ZE RAMALHO",ZE RAMALHO,20,BK,,"A DESCOBRIR,A DESCOBRIR,SONY MUSIC PUBLISHING",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
VAI QUE COLA,VAI QUE COLA,27/08/2023,00:42:00,LGBTXYZ,,2ª TEMPORADA,,GLOBO,2023.0,CARLO MILANI E ERNESTO PICCOLO,17,QUEM DE NOS DOIS,MUSICA COMERCIAL,"A DESCOBRIR,ANA,DUDU,GIANLUCA GRIGNANI,GIANLUCA GRIGNANI,MASSIMO LUCA",ANA CAROLINA,34,BK,,"A DESCOBRIR,WARNER CHAPPELL,WARNER CHAPPELL,UNIVERSAL MGB,WARNER CHAPPELL,WARNER CHAPPELL",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
VAI QUE COLA,,31/08/2023,03:04:45,PENSAO OTIMIZADA,,2ª TEMPORADA,,GLOBO,,,20,QUALQUER JEITO,MUSICA COMERCIAL,"BOB MCDILL,ERASMO CARLOS,ROBERTO CARLOS",KATIA,4,BK,,"UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB",,,,,,,True,artist_alias,MusicCueSheet_TvAberta_Out23
