provider,file_stem,EDITORA,PROGRAMA,NÚMERO PROGRAMA,EXIBIÇÃO (GRAVADO OU REPRISE),"CATEGORIA DO PROGRAMA (PROGRAMA, NOVELA)",DATA DE EXIBIÇÃO,NOME DA MÚSICA,AUTOR,INTERPRETE,TIPO DE SINCRONIZAÇÃO,PERCENTUAL A PAGAR - EDITORA,VALOR A PAGAR - EDITORA,__title_norm,__author_norm,__is_match,__sheet
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,FIM DE ANO,,,DAVID NASSER / FRANCISCO MORAES ALVES ( CHICO VIOLA ),IRMÃOS VITALE - 100%,,PE. ANTONIO MARIA,,,TERÇO DE APARECIDA - PE ANTONIO MARIA,3168,,,2023-12-31 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,fim de ano,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,PROPOSTA,,,ADEMAR BENEDITO DOS SANTOS ( ITAMARACA ) / CLAUDIO BALESTRO ( CLAUCO ),UNIVERSAL - 100%,,EDUARDO E RAFAEL,,,TERRA DA PADROEIRA,890,,,2023-12-09 00:00:00,PERFORMANCE,,REPRISE,COM DIGITAL,proposta,,True,Sincronização Musical
Aparecida,12-DEZ2023-SINCRONIZACAO MUSICAL-TV APARECIDA,PAU MANDADO,,,GERALDO BARBOSA DUARTE ( PEAO DO VALLE ) / TAYLOR TORRES,BGK PRODUÇÕES,,PEÃO DO VALLE E VALENTIN,,,TERRA DA PADROEIRA,891,,,2023-12-16 00:00:00,PERFORMANCE,,REPRISE,COM DIGITAL,pau mandado,,True,Sincronização Musical
Globo,Ubem_MusicCueSheet_OriginaisGloboplay_Janeiro24,VICKY E A MUSA,,24/01/2024,,15,,,,,,,6,FELICIDADE,MUSICA COMERCIAL,"GABRIEL MOURA,LEANDRO FAB,PRETINHO DA SERRINHA,SEU JORGE",ELENCO,80,PE,,"WARNER CHAPPELL,SONY MUSIC PUBLISHING,UNIVERSAL MGB,SONY MUSIC PUBLISHING",,,FULL MIX,felicidade,elenco,True,MusicCueSheet_Globoplay_Jan24
Globo,Ubem_MusicCueSheet_OriginaisGloboplay_Janeiro24,VICKY E A MUSA,,24/01/2024,,14,,,,,,,3,AMANHA,MUSICA COMERCIAL,GUILHERME ARANTES,ELENCO,142,PE,,WARNER CHAPPELL,,,FULL MIX,amanha,elenco,True,MusicCueSheet_Globoplay_Jan24
Globo,Ubem_MusicCueSheet_OriginaisGloboplay_Janeiro24,VICKY E A MUSA,,24/01/2024,,26,,,,,,,31,PRELUDIO,MUSICA COMERCIAL,"RAUL SEIXAS,RAUL SEIXAS",ELENCO,39,PE,,"NOWA,WARNER CHAPPELL",,,FULL MIX,preludio,elenco,True,MusicCueSheet_Globoplay_Jan24
Globo,Ubem_MusicCueSheet_OriginaisGloboplay_Janeiro24,VICKY E A MUSA,,24/01/2024,,21,,,,,,,12,FELICIDADE,MUSICA COMERCIAL,"CHICO CESAR,MARCELO JENECI",ELENCO,100,PE,,"DECK,WARNER CHAPPELL",,,FULL MIX,felicidade,elenco,True,MusicCueSheet_Globoplay_Jan24
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,01/08/2023,02:45:23,GOGOBOYS,,7ª TEMPORADA,,GLOBO,,,8,MARIA,MUSICA COMERCIAL,"IAN BLAKE,K C PORTER,LUIZ GOMES ESCOLAR",RICKY MARTIN,26,BK,,"SONY MUSIC PUBLISHING,UNIVERSAL MGB,FERMATA",,,,maria,ricky martin,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,02/08/2023,03:13:00,RESPEITE A FAIXA,,7ª TEMPORADA,,GLOBO,,,17,MARIA,MUSICA COMERCIAL,"IAN BLAKE,K C PORTER,LUIZ GOMES ESCOLAR",RICKY MARTIN,84,BK,,"SONY MUSIC PUBLISHING,UNIVERSAL MGB,FERMATA",SONY DISCOS,,,maria,ricky martin,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,02/08/2023,03:13:00,RESPEITE A FAIXA,,7ª TEMPORADA,,GLOBO,,,18,MARIA,MUSICA COMERCIAL,"IAN BLAKE,K C PORTER,LUIZ GOMES ESCOLAR",ALEJANDRO VQC,13,PE,,"SONY MUSIC PUBLISHING,UNIVERSAL MGB,FERMATA",,,,maria,alejandro vqc,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,NO LIMITE - 3ª TEMPORADA,NO LIMITE,03/08/2023,22:31:11,6,,NA AMAZÔNIA,,GLOBO,2021.0,,33,DEMARCACAO,MUSICA COMERCIAL,"BRUNO VERON,CHARLIE PEIXOTO,CLEMERSON VERON,KELVIN MBARETE,MARINA PERALTA","BRO MCS,MARINA PERALTA",81,BK,,"A DESCOBRIR,A DESCOBRIR,A DESCOBRIR,A DESCOBRIR,ROCKING GORILLAS",,,,demarcacao,"bro mcs,marina peralta",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,03/08/2023,03:25:16,A NOITE DA BRILHANTINA,,7ª TEMPORADA,,GLOBO,,,7,IMORTAL,MUSICA COMERCIAL,"BARRY GIBB,FEIO,MAURICE GIBB,ROBIN GIBB",SANDY E JUNIOR,25,BK,,"UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB",UNIVERSAL MUSIC LTDA.,,,imortal,sandy e junior,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,ALTAS HORAS,ALTAS HORAS,05/08/2023,22:23:51,1125,,,,GLOBO,2023.0,SERGINHO GROISMAN  ,17,VERMELHO,MUSICA COMERCIAL,"DALESTE,GLORIA GROOVE,PABLO BISPO,RUXELL",GLÓRIA GROOVE,106,PE,,"UNIVERSAL MGB,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL",,,,vermelho,gloria groove,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,ALTAS HORAS,ALTAS HORAS,05/08/2023,22:23:51,1125,,,,GLOBO,2023.0,SERGINHO GROISMAN  ,28,UM ANJO,MUSICA COMERCIAL,"A DESCOBRIR,GUY CHAMBERS,ROBBIE WILLIAMS,ROSANA FERRAO,VERONICA SABINO",KLB,263,PE,,"A DESCOBRIR,ROCKING GORILLAS,UNIVERSAL MGB,SOLUTION MUSIC,SOLUTION MUSIC",,,,um anjo,klb,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,NA PRAIA FESTIVAL,,06/08/2023,23:58:41,6082023,,BRASILIA,,GLOBO,,,7,ESPELHO,MUSICA COMERCIAL,PRISCILLA BARUCCI,JORGE & MATEUS,60,PE,,SONY MUSIC PUBLISHING,,,,espelho,jorge & mateus,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,NA PRAIA FESTIVAL,,06/08/2023,23:58:41,6082023,,BRASILIA,,GLOBO,,,9,FOGUEIRA,MUSICA COMERCIAL,JORGE,JORGE & MATEUS,106,PE,,PANTTANAL,,,,fogueira,jorge & mateus,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,NA PRAIA FESTIVAL,,06/08/2023,23:58:41,6082023,,BRASILIA,,GLOBO,,,12,VERDADE,MUSICA COMERCIAL,"CARLINHOS SANTANA,NELSON RUFINO",ZECA PAGODINHO,250,PE,,"UNIVERSAL MGB,SONY MUSIC PUBLISHING",,,,verdade,zeca pagodinho,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,CRIANCA ESPERANCA,CRIANÇA ESPERANÇA,07/08/2023,22:28:13,7082023,,CRIANCA ESPERANCA 2023,,GLOBO,2023.0,RAFAEL DRAGAUD E ANTONIA PRADO,3,MODO AVIAO,MUSICA COMERCIAL,"JEFFERSON JUNIOR,UMBERTO TAVARES",LUDMILLA,83,PE,,"BMG,BMG",,,,modo aviao,ludmilla,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,CRIANCA ESPERANCA,CRIANÇA ESPERANÇA,07/08/2023,22:28:13,7082023,,CRIANCA ESPERANCA 2023,,GLOBO,2023.0,RAFAEL DRAGAUD E ANTONIA PRADO,4,VERDADE,MUSICA COMERCIAL,"CARLINHOS SANTANA,NELSON RUFINO",ZECA PAGODINHO,74,PE,,"UNIVERSAL MGB,SONY MUSIC PUBLISHING",,,,verdade,zeca pagodinho,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,CRIANCA ESPERANCA,CRIANÇA ESPERANÇA,07/08/2023,22:28:13,7082023,,CRIANCA ESPERANCA 2023,,GLOBO,2023.0,RAFAEL DRAGAUD E ANTONIA PRADO,7,SO VOCE,MUSICA COMERCIAL,VINICIUS CANTUARIA,"FABIO JR,DILSINHO",98,PE,,WARNER CHAPPELL,,,,so voce,"fabio jr,dilsinho",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,MAIS VOCE,MAIS VOCÊ,07/08/2023,10:37:26,5876,,,,GLOBO,2023.0,VIVI DE MARCO,52,VERMELHO,MUSICA COMERCIAL,"DALESTE,GLORIA GROOVE,PABLO BISPO,RUXELL",GLORIA GROOVE,20,DM,,"UNIVERSAL MGB,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL",,,,vermelho,gloria groove,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,07/08/2023,03:49:32,BRAZILIAN PIE,,7ª TEMPORADA,,GLOBO,,,12,SUGAR,MUSICA COMERCIAL,"ADAM LEVINE,HENRY WALTER,JACOB HINDLIN,JOSHUA COLEMAN,LUKASZ GOTTWALD,MIKE POSNER",MAROON 5,16,BK,,"UNIVERSAL MGB,ABRAMUS,ABRAMUS,ABRAMUS,ABRAMUS,SONY MUSIC PUBLISHING",,,,sugar,maroon 5,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,07/08/2023,03:49:32,QUEM PAY DAY?,,7ª TEMPORADA,,GLOBO,,,3,FULERAGEM,MUSICA COMERCIAL,"DJ GEGE,MC WM",MC WM,66,BK,,"WARNER CHAPPELL,WARNER CHAPPELL",WM BRAZI,,,fuleragem,mc wm,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,ENCONTRO,,08/08/2023,09:30:05,2852,,,,GLOBO,,,34,VERDADE,MUSICA COMERCIAL,"CARLINHOS SANTANA,NELSON RUFINO","ZECA PAGODINHO,LUDMILLA",7,DM,,"UNIVERSAL MGB,SONY MUSIC PUBLISHING",,,,verdade,"zeca pagodinho,ludmilla",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,ALTAS HORAS,ALTAS HORAS,12/08/2023,22:20:11,1126,,,,GLOBO,2023.0,SERGINHO GROISMAN  ,22,ESPELHO,MUSICA COMERCIAL,"JOAO NOGUEIRA,PAULO CESAR PINHEIRO",BANDA ALTAS HORAS,29,PE,,"SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING",,,,espelho,banda altas horas,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,ALTAS HORAS,ALTAS HORAS,12/08/2023,22:20:11,1126,,,,GLOBO,2023.0,SERGINHO GROISMAN  ,25,AMIGO,MUSICA COMERCIAL,"ERASMO CARLOS,ROBERTO CARLOS",BANDA ALTAS HORAS,30,PE,,"SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING",,,,amigo,banda altas horas,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,CAPITAL MOTO WEEK,,12/08/2023,14:05:44,12082023,,2023,,GLOBO,,,17,CARRY ON,MUSICA COMERCIAL,ANDRE MATOS,ANGRA,148,PE,,A DESCOBRIR,,,,carry on,angra,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VIIIXE 2023,,12/08/2023,,12082023,,BELO HORIZONTE,,,,,1,LETICIA,MUSICA COMERCIAL,"DUGUINHO DO ACORDEON,JOTA REIS,SAMIR TRINDADE,SAYMON MARQUES",ZE VAQUEIRO,162,PE,,"BERGER PRODUCOES,SONY MUSIC PUBLISHING,WARNER CHAPPELL,WARNER CHAPPELL",,,,leticia,ze vaqueiro,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VIIIXE 2023,,12/08/2023,,12082023,,BELO HORIZONTE,,,,,7,MEIA NOITE,MUSICA COMERCIAL,"VALTER DANADAO,ZE MALHADA",TARCISIO DO ACORDEON,138,PE,,"SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING",,,,meia noite,tarcisio do acordeon,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VIIIXE 2023,,12/08/2023,,12082023,,BELO HORIZONTE,,,,,12,AQUELAS COISAS,MUSICA COMERCIAL,"DANIEL MENDES,DANIEL MENDES,WASHINGTON JR",JOAO GOMES,132,PE,,"SUA MUSICA DIGITAL,WARNER CHAPPELL,SUA MUSICA DIGITAL",,,,aquelas coisas,joao gomes,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,VAI QUE COLA,13/08/2023,23:47:46,BODAS DE PURPURINA,,10ª TEMPORADA,,GLOBO,2023.0,CARLO MILANI E ERNESTO PICCOLO,17,VERMELHO,MUSICA COMERCIAL,"DALESTE,GLORIA GROOVE,PABLO BISPO,RUXELL",GLORIA GROOVE,32,BK,,"UNIVERSAL MGB,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL",,,,vermelho,gloria groove,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FUZUE - REEXIBICAO 2023,,14/08/2023,01:35:02,1,,,,GLOBO,,,41,FELICIDADE,MUSICA COMERCIAL,"CHICO CESAR,MARCELO JENECI",ELBA RAMALHO,74,TP,,"DECK,WARNER CHAPPELL",ACAUA PRODUTORA,,FULL MIX,felicidade,elba ramalho,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,15/08/2023,03:29:58,PARQUE AQUATICO,,2ª TEMPORADA,,GLOBO,,,11,PEGANDO FOGO,MUSICA COMERCIAL,"FRANCISCO MATTOSO,JOSE MARIA DE ABREU",MARCUS MAJELLA,24,PE,,"VITALE,VITALE",,,,pegando fogo,marcus majella,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,15/08/2023,03:29:58,PARQUE AQUATICO,,2ª TEMPORADA,,GLOBO,,,13,PSICOSE,MUSICA COMERCIAL,TONINHO,ECLIPSE SOUL,5,BK,,WARNER CHAPPELL,,,,psicose,eclipse soul,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,17/08/2023,02:38:30,THE DEPOSIT,,7ª TEMPORADA,,GLOBO,,,8,MARACUTAIA,MUSICA COMERCIAL,"DAVID CORCOS,KAROL CONKA,LAUDZ,ZEGON",KAROL CONKA,103,BK,,"DAVID O MARROQUINO,SONY MUSIC PUBLISHING,BMG,BMG",,,,maracutaia,karol conka,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,18/08/2023,02:37:46,MEIER SUSTENTAVEL,,7ª TEMPORADA,,GLOBO,,,3,BANHO DE ESPUMA,MUSICA COMERCIAL,"RITA LEE,ROBERTO DE CARVALHO",RITA LEE,21,BK,,"WARNER CHAPPELL,WARNER CHAPPELL",,,,banho de espuma,rita lee,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,18/08/2023,02:37:46,MEIER SUSTENTAVEL,,7ª TEMPORADA,,GLOBO,,,9,MARIA,MUSICA COMERCIAL,"IAN BLAKE,K C PORTER,LUIZ GOMES ESCOLAR",RICKY MARTIN,97,BK,,"SONY MUSIC PUBLISHING,UNIVERSAL MGB,FERMATA",,,,maria,ricky martin,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,CONVERSA COM BIAL,CONVERSA COM BIAL,22/08/2023,01:14:40,1222,,,,GLOBO,2023.0,MONICA ALMEIDA,7,MENTIRA,MUSICA COMERCIAL,"MARCOS VALLE,PAULO SERGIO VALLE",MARCOS VALLE,186,PE,,"WARNER CHAPPELL,WARNER CHAPPELL",,,,mentira,marcos valle,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FUZUE - REEXIBICAO 2023,,22/08/2023,01:00:35,8,,,,GLOBO,,,37,BOROGODO,MUSICA COMERCIAL,"DUDA BEAT,LAUDZ,RUSSO PASSAPUSSO,ZEGON","BAIANA SYSTEM, DJ WILL LOVE, DUDA BEAT, TROPKILLAZ",5,TP,,"ALTAFONTE,BMG,UNIVERSAL MGB,BMG",MAQUINA DE LOUCO EDICOES MUSICAIS LTDA,,BG,borogodo,"baiana system, dj will love, duda beat, tropkillaz",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FUZUE - REEXIBICAO 2023,,22/08/2023,01:00:35,8,,,,GLOBO,,,38,BOROGODO,MUSICA COMERCIAL,"DUDA BEAT,LAUDZ,RUSSO PASSAPUSSO,ZEGON","BAIANA SYSTEM, DJ WILL LOVE, DUDA BEAT, TROPKILLAZ",12,TP,,"ALTAFONTE,BMG,UNIVERSAL MGB,BMG",MAQUINA DE LOUCO EDICOES MUSICAIS LTDA,,BG,borogodo,"baiana system, dj will love, duda beat, tropkillaz",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FUZUE - REEXIBICAO 2023,,22/08/2023,01:00:35,8,,,,GLOBO,,,39,BOROGODO,MUSICA COMERCIAL,"DUDA BEAT,LAUDZ,RUSSO PASSAPUSSO,ZEGON","BAIANA SYSTEM, DJ WILL LOVE, DUDA BEAT, TROPKILLAZ",9,TP,,"ALTAFONTE,BMG,UNIVERSAL MGB,BMG",MAQUINA DE LOUCO EDICOES MUSICAIS LTDA,,FULL MIX,borogodo,"baiana system, dj will love, duda beat, tropkillaz",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FUZUE - REEXIBICAO 2023,,22/08/2023,01:00:35,8,,,,GLOBO,,,40,BOROGODO,MUSICA COMERCIAL,"DUDA BEAT,LAUDZ,RUSSO PASSAPUSSO,ZEGON","BAIANA SYSTEM, DJ WILL LOVE, DUDA BEAT, TROPKILLAZ",19,TP,,"ALTAFONTE,BMG,UNIVERSAL MGB,BMG",MAQUINA DE LOUCO EDICOES MUSICAIS LTDA,,BG,borogodo,"baiana system, dj will love, duda beat, tropkillaz",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FUZUE - REEXIBICAO 2023,,22/08/2023,01:00:35,8,,,,GLOBO,,,41,BOROGODO,MUSICA COMERCIAL,"DUDA BEAT,LAUDZ,RUSSO PASSAPUSSO,ZEGON","BAIANA SYSTEM, DJ WILL LOVE, DUDA BEAT, TROPKILLAZ",3,TP,,"ALTAFONTE,BMG,UNIVERSAL MGB,BMG",MAQUINA DE LOUCO EDICOES MUSICAIS LTDA,,FULL MIX,borogodo,"baiana system, dj will love, duda beat, tropkillaz",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FUZUE - REEXIBICAO 2023,,22/08/2023,01:00:35,8,,,,GLOBO,,,42,BOROGODO,MUSICA COMERCIAL,"DUDA BEAT,LAUDZ,RUSSO PASSAPUSSO,ZEGON","BAIANA SYSTEM, DJ WILL LOVE, DUDA BEAT, TROPKILLAZ",7,DM,,"ALTAFONTE,BMG,UNIVERSAL MGB,BMG",MAQUINA DE LOUCO EDICOES MUSICAIS LTDA,,FULL MIX,borogodo,"baiana system, dj will love, duda beat, tropkillaz",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FUZUE - REEXIBICAO 2023,,22/08/2023,01:00:35,8,,,,GLOBO,,,54,BOROGODO,MUSICA COMERCIAL,"DUDA BEAT,LAUDZ,RUSSO PASSAPUSSO,ZEGON","BAIANA SYSTEM, DJ WILL LOVE, DUDA BEAT, TROPKILLAZ",11,TP,,"ALTAFONTE,BMG,UNIVERSAL MGB,BMG",MAQUINA DE LOUCO EDICOES MUSICAIS LTDA,,BG,borogodo,"baiana system, dj will love, duda beat, tropkillaz",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FUZUE - REEXIBICAO 2023,,22/08/2023,01:00:35,8,,,,GLOBO,,,55,BOROGODO,MUSICA COMERCIAL,"DUDA BEAT,LAUDZ,RUSSO PASSAPUSSO,ZEGON","BAIANA SYSTEM, DJ WILL LOVE, DUDA BEAT, TROPKILLAZ",19,TP,,"ALTAFONTE,BMG,UNIVERSAL MGB,BMG",MAQUINA DE LOUCO EDICOES MUSICAIS LTDA,,BG,borogodo,"baiana system, dj will love, duda beat, tropkillaz",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,MAIS VOCE,MAIS VOCÊ,22/08/2023,10:35:38,5887,,,,GLOBO,2023.0,VIVI DE MARCO,1,VAMOS FUGIR,MUSICA COMERCIAL,"GILBERTO GIL,LIMINHA",ROGERIO FLAUSINO,7,TA,,"SONY MUSIC PUBLISHING,WARNER CHAPPELL",SONY MUSIC,,,vamos fugir,rogerio flausino,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,MAIS VOCE,MAIS VOCÊ,22/08/2023,10:35:38,5887,,,,GLOBO,2023.0,VIVI DE MARCO,2,VAMOS FUGIR,MUSICA COMERCIAL,"GILBERTO GIL,LIMINHA",ROGERIO FLAUSINO,30,BK,,"SONY MUSIC PUBLISHING,WARNER CHAPPELL",SONY MUSIC,,,vamos fugir,rogerio flausino,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,MAIS VOCE,MAIS VOCÊ,22/08/2023,10:35:38,5887,,,,GLOBO,2023.0,VIVI DE MARCO,58,VAMOS FUGIR,MUSICA COMERCIAL,"GILBERTO GIL,LIMINHA",ROGERIO FLAUSINO,18,TE,,"SONY MUSIC PUBLISHING,WARNER CHAPPELL",SONY MUSIC,,,vamos fugir,rogerio flausino,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,23/08/2023,02:36:13,SISTAS,,2ª TEMPORADA,,GLOBO,,,2,BEIJINHO NO OMBRO,MUSICA COMERCIAL,"ANDRE VIEIRA,ANDRE VIEIRA,DENNIS DJ,PARDAL,WALLACE VIANA,WALLACE VIANA","DULCE MARIA,MARIANA XIMENES,VALESCA POPOZUDA",79,BK,,"UNIVERSAL MGB,WARNER CHAPPELL,SONY MUSIC PUBLISHING,ADDAF,UNIVERSAL MGB,WARNER CHAPPELL",,,,beijinho no ombro,"dulce maria,mariana ximenes,valesca popozuda",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,,23/08/2023,02:36:13,SISTAS,,2ª TEMPORADA,,GLOBO,,,3,BEIJINHO NO OMBRO,MUSICA COMERCIAL,"ANDRE VIEIRA,ANDRE VIEIRA,DENNIS DJ,PARDAL,WALLACE VIANA,WALLACE VIANA","MARCUS MAJELLA,SAMANTHA SCHMUTZ",47,PE,,"UNIVERSAL MGB,WARNER CHAPPELL,SONY MUSIC PUBLISHING,ADDAF,UNIVERSAL MGB,WARNER CHAPPELL",,,,beijinho no ombro,"marcus majella,samantha schmutz",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,ALOK EM COPACABANA,,26/08/2023,00:56:10,26082023,,MELHORES MOMENTOS,,GLOBO,2023.0,,20,INTRO,MUSICA COMERCIAL,"BARIA QURESHI,JAMIE SMITH,OLIVER SIM,ROMY MADLEY CROFT",ALOK,20,PE,,"UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB",,,,intro,alok,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,ALTAS HORAS,ALTAS HORAS,26/08/2023,22:23:07,1128,,,,GLOBO,2023.0,SERGINHO GROISMAN  ,11,MALVADA,MUSICA COMERCIAL,"BRENO LIMA,RIVALDO SOARES,SHYLTON FERNANDES",ZÉ FELIPE,133,PE,,"MAJOR PRODUÇÕES,KALEW SOARES,WARNER CHAPPELL",,,,malvada,ze felipe,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FUZUE - REEXIBICAO 2023,,26/08/2023,01:05:18,12,,,,GLOBO,,,36,COISAS QUE EU SEI,MUSICA COMERCIAL,DUDU FALCAO,FELIPE AMORIM,159,TP,,WARNER CHAPPELL,ONEPLAY,,FULL MIX,coisas que eu sei,felipe amorim,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FUZUE - REEXIBICAO 2023,,26/08/2023,01:05:18,12,,,,GLOBO,,,37,COISAS QUE EU SEI,MUSICA COMERCIAL,DUDU FALCAO,FELIPE AMORIM,22,TP,,WARNER CHAPPELL,ONEPLAY,,BG,coisas que eu sei,felipe amorim,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FANTASTICO,FANTÁSTICO,27/08/2023,20:30:24,2601,,,,GLOBO,2023.0,ALI KAMEL,65,VERMELHO,MUSICA COMERCIAL,"DALESTE,GLORIA GROOVE,PABLO BISPO,RUXELL",GLORIA GROOVE-,24,PE,,"UNIVERSAL MGB,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL",,,,vermelho,gloria groove-,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FANTASTICO,FANTÁSTICO,27/08/2023,20:30:24,2601,,,,GLOBO,2023.0,ALI KAMEL,66,VERMELHO,MUSICA COMERCIAL,"DALESTE,GLORIA GROOVE,PABLO BISPO,RUXELL",GLORIA GROOVE,24,BK,,"UNIVERSAL MGB,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL",,,,vermelho,gloria groove,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,FANTASTICO,FANTÁSTICO,27/08/2023,20:30:24,2601,,,,GLOBO,2023.0,ALI KAMEL,68,VERMELHO,MUSICA COMERCIAL,"DALESTE,GLORIA GROOVE,PABLO BISPO,RUXELL",GLORIA GROOVE,23,BK,,"UNIVERSAL MGB,WARNER CHAPPELL,WARNER CHAPPELL,WARNER CHAPPELL",,,,vermelho,gloria groove,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,VAI QUE COLA,27/08/2023,00:42:00,ENCANTADORES DE COBRA,,10ª TEMPORADA,,GLOBO,2023.0,CARLO MILANI E ERNESTO PICCOLO,16,VINGANCA,MUSICA COMERCIAL,DOUGLAS CEZAR,LUAN SANTANA,22,BK,,R3 PRODUÇÕES,,,,vinganca,luan santana,True,MusicCueSheet_Agosto23
