provider,supplier_file,sheet,supplier_title,supplier_artist,matched_term,matched_identifier,match_type
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,Ivete Sangalo,MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sem Filtro,Iza,SEM FILTRO,T-335.572.263-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Travessia,Milton Nascimento,TRAVESSIA,T-313.642.509-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Monalisa,Jorge Vercillo,MONALISA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fuleragem,Mc Wm,FULERAGEM,T-305.214.250-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sentadão,"Felipe Original,Js,Pedro Sampaio",SENTADÃO,T-303.014.916-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sentadão,"Felipe Original,Js,Pedro Sampaio",SENTADÃO,T-304.715.440-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sentadão,"Felipe Original,Js,Pedro Sampaio",SENTADÃO,T-325.955.974-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Mulher Rendeira,Trio Nordestino,MULHER RENDEIRA,T-039.167.658-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Treme Treme,"As Gêmeas Lacração,Mc Loma",TREME TREME,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Beijinho No Ombro,Andy Gercker,BEIJINHO NO OMBRO,T-311.569.064-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Baobá,Caio Prado,BAOBA,T-303.385.332-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Praga,Dônica,PRAGA,T-317.818.119-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Desejo,Soweto,DESEJO,T-322.628.586-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Gratidão,Soweto,GRATIDÃO,T-305.217.523-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ilusão,Soweto,ILUSAO,T-040.011.902-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ilusão,Soweto,ILUSÃO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Perfume,Soweto,PERFUME,T-305.215.262-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Te Quero,Soweto,TE QUERO,T-305.218.717-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Se Foi,Aninha Portal,SE FOI,T-039.497.697-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Verdade,Karinah,VERDADE,T-302.003.913-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Proposta,Pepê,PROPOSTA,T-313.413.810-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Essa É Pra Você,Arthur Espindola,ESSA É PRA VOCE,T-040.048.737-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vermelho,Chico Da Silva,VERMELHO,T-313.315.106-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sentadão,Pedro Sampaio,SENTADÃO,T-303.014.916-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sentadão,Pedro Sampaio,SENTADÃO,T-304.715.440-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sentadão,Pedro Sampaio,SENTADÃO,T-325.955.974-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Domingo,Inspirasom,DOMINGO,T-307.003.485-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Domingo,Inspirasom,DOMINGO,T-301.991.455-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Até O Céu,"Anitta,Mc Cabelinho",ATÉ O CÉU,T-333.819.469-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Deja Vu,Olivia Rodrigo,DÉJÀ VU,T-308.187.765-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ela,"Ferrugem,Sorriso Maroto",ELA,T-322.696.235-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,São Paulo,"Anitta,Weeknd, The",SÃO PAULO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Praga,Dônica,PRAGA,T-317.818.119-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-039.662.293-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-932.546.398-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-321.537.188-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,Ivete Sangalo,MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sem Filtro,Iza,SEM FILTRO,T-335.572.263-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Se Foi,Aninha Portal,SE FOI,T-039.497.697-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Temporal,Bruna Mendez,TEMPORAL,T-307.003.180-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Verdade,Karinah,VERDADE,T-302.003.913-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Simbolo Da Paz,Ventania,SÍMBOLO DA PAZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fica,"Anavitória,Matheus & Kauan",FICA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Me Perdoa,Ferrugem,ME PERDOA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tudo,Liniker,TUDO,T-301.718.723-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Deja Vu,Olivia Rodrigo,DÉJÀ VU,T-308.187.765-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-039.662.293-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-932.546.398-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-321.537.188-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Temporal,Bruna Mendez,TEMPORAL,T-307.003.180-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Simbolo Da Paz,Ventania,SÍMBOLO DA PAZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fica,"Anavitória,Matheus & Kauan",FICA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Me Perdoa,Ferrugem,ME PERDOA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Deja Vu,Olivia Rodrigo,DÉJÀ VU,T-308.187.765-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Freestyle,Xamã,FREESTYLE,T-321.150.611-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,Ivete Sangalo,MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sem Filtro,Iza,SEM FILTRO,T-335.572.263-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carolina,Seu Jorge,CAROLINA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Roberta Miranda,MARIA,T-307.006.304-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Roberta Miranda,MARIA,T-311.953.638-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Simbolo Da Paz,Ventania,SÍMBOLO DA PAZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,Seu Jorge,FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Morena,Luan Santana,MORENA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Morena,Luan Santana,MORENA,T-312.550.698-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tanto Faz,Luan Santana,TANTO FAZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Deja Vu,Olivia Rodrigo,DÉJÀ VU,T-308.187.765-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Beijinho No Ombro,Valesca Popozuda,BEIJINHO NO OMBRO,T-311.569.064-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Bigode Grosso,Mc Marcelly,BIGODE GROSSO,T-040.000.440-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Freestyle,Xamã,FREESTYLE,T-321.150.611-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Obsessão,Beatriz Rabello,OBSESSÃO,T-039.632.967-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMECAR,T-039.311.437-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,T-308.840.890-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,T-316.010.042-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,Ivete Sangalo,MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sem Filtro,Iza,SEM FILTRO,T-335.572.263-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carolina,Seu Jorge,CAROLINA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sugar,"Francesco Yates,Robin Schulz",SUGAR,T-039.948.077-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Morena,Luan Santana,MORENA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Morena,Luan Santana,MORENA,T-312.550.698-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tanto Faz,Luan Santana,TANTO FAZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Freestyle,Xamã,FREESTYLE,T-321.150.611-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-039.662.293-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-932.546.398-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-321.537.188-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Obsessão,Beatriz Rabello,OBSESSÃO,T-039.632.967-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMECAR,T-039.311.437-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,T-308.840.890-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,T-316.010.042-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Recomeçar,Beatriz Rabello,RECOMEÇAR,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Simbolo Da Paz,Ventania,SÍMBOLO DA PAZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,"Ivete Sangalo,Ludmilla",MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Domingo,Inspirasom,DOMINGO,T-307.003.485-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Domingo,Inspirasom,DOMINGO,T-301.991.455-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Até O Céu,"Anitta,Mc Cabelinho",ATÉ O CÉU,T-333.819.469-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Praga,Dônica,PRAGA,T-317.818.119-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-039.662.293-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-932.546.398-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Drama,Rico Dalasam,DRAMA,T-321.537.188-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Simbolo Da Paz,Ventania,SÍMBOLO DA PAZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,"Ivete Sangalo,Ludmilla",MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Domingo,Inspirasom,DOMINGO,T-307.003.485-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Domingo,Inspirasom,DOMINGO,T-301.991.455-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Até O Céu,"Anitta,Mc Cabelinho",ATÉ O CÉU,T-333.819.469-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Beijinho No Ombro,Valesca Popozuda,BEIJINHO NO OMBRO,T-311.569.064-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Bigode Grosso,Mc Marcelly,BIGODE GROSSO,T-040.000.440-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Ricky Martin,MARIA,T-307.006.304-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Ricky Martin,MARIA,T-311.953.638-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Oração,"Alexandre Carlo,Oriente",ORACAO,T-040.521.423-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Eu Sei,Gabriel Elias,EU SEI,T-323.310.474-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vamos Fugir,Gabriel Elias,VAMOS FUGIR,T-305.415.581-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,2020,Sbtrkt,2020,T-301.721.117-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,2020,Sbtrkt,2020,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Desafio,Harmonia Do Samba,DESAFIO,T-040.453.293-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Desafio,Harmonia Do Samba,DESAFIO,T-312.554.786-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Desafio,Harmonia Do Samba,DESAFIO,T-040.453.293-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Desafio,Harmonia Do Samba,DESAFIO,T-312.554.786-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Primavera,"Francisco, El Hombre",PRIMAVERA,T-330.191.323-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Primavera,"Francisco, El Hombre",PRIMAVERA,T-040.160.962-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Segredo,Ana Gabriela,SEGREDO,T-039.611.383-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ela,Clarissa,ELA,T-322.696.235-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Oração,"Alexandre Carlo,Oriente",ORACAO,T-040.521.423-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Eu Sei,Gabriel Elias,EU SEI,T-323.310.474-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vamos Fugir,Gabriel Elias,VAMOS FUGIR,T-305.415.581-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,"Ivete Sangalo,Ludmilla",MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Summertime,"Modern Jazz Quartet, The",SUMMERTIME,T-317.793.940-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Pantanal,Maria Bethania,PANTANAL,T-318.464.891-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Summertime,Personagem Tieta,SUMMERTIME,T-317.793.940-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sentadinha,Léo Santana,SENTADINHA,T-306.792.989-5,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sentadinha,Léo Santana,SENTADINHA,T-308.506.890-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Beijinho No Ombro,Valesca Popozuda,BEIJINHO NO OMBRO,T-311.569.064-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Bigode Grosso,Mc Marcelly,BIGODE GROSSO,T-040.000.440-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Primavera,"Francisco, El Hombre",PRIMAVERA,T-330.191.323-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Primavera,"Francisco, El Hombre",PRIMAVERA,T-040.160.962-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Chega,Mart'nália,CHÊGA,T-312.562.445-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Segredo,Ana Gabriela,SEGREDO,T-039.611.383-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ela,Clarissa,ELA,T-322.696.235-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vencedor,Calcinha Preta,VENCEDOR,T-313.263.562-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Satisfação,Tati Quebra Barraco,SATISFAÇÃO,T-302.730.937-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Pantanal,Maria Bethania,PANTANAL,T-318.464.891-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Summertime,Personagem Tieta,SUMMERTIME,T-317.793.940-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Ricky Martin,MARIA,T-307.006.304-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Ricky Martin,MARIA,T-311.953.638-4,title_only
